time,gyro_x,gyro_y,gyro_z,throttle,setpoint_roll,setpoint_pitch,setpoint_yaw
0.016,0.30344746439807196,0.22480331369704687,0.0918119891992591,0.3377675573255258,0.10798187231135387,0.07013957697786599,0.024101430040018267
0.017,0.21749536968795768,0.15399107255736388,0.07455283847092004,0.3462438834555057,0.11464986597311683,0.07449154720554561,0.025604209471694086
0.018,0.189264323597299,0.08416417367640325,-0.022189541797364213,0.3554275361978184,0.12130319491846409,0.07883775348591131,0.027106341983980674
0.019,0.12381424019448684,0.052421641479403445,-0.0805463890558663,0.33950466572592203,0.12794100812867554,0.0831778595216924,0.028607789623796585
0.02,0.06780700026016817,-0.027107149281605993,-0.14232894722387765,0.3403464961940348,0.1345624565696287,0.08751152948763802,0.030108514455364468
0.021,0.26717665723509143,0.21647655957105616,0.10328069807550912,0.3463705429315584,0.14116669330039763,0.09183842805650237,0.03160847856116951
0.022,0.20105304421368225,0.12271455444555168,0.04293344774054195,0.37624851683945065,0.14775287358158398,0.09615822042499139,0.03310764404291752
0.023,0.2345607397207352,0.17066531195304105,0.06836269184022906,0.35203629185391283,0.15432015498336663,0.10047057233966891,0.034605973022492464
0.024,0.26210417990558027,0.20308807006889046,0.10782799136038959,0.33292596111135553,0.16086769749325572,0.10477515012282028,0.036103427642913445
0.025,0.31038891022665493,0.23991086427631372,0.07657188463660612,0.3280605989977445,0.16739466362353755,0.10907162069827127,0.03759997006929128
0.026,0.22304815734326644,0.16941829150258755,0.0414902258842896,0.34447405039030876,0.1739002185183966,0.11335965161716079,0.039095562489784345
0.027,0.45990271409365174,0.3503759605027282,0.26226696797733196,0.3802427586098979,0.1803835300607009,0.11763891108366469,0.04059016711655409
0.028,0.527045963007343,0.40425290605695063,0.25754503478362556,0.3470351612371174,0.1868437689784369,0.12190906798066922,0.042083746186719596
0.029,0.30257798081959675,0.17537465825742243,0.0486524040120079,0.39865979636884197,0.19328010895078082,0.12616979189539204,0.04357626196331184
0.03,0.3140233950094304,0.21120312345868755,0.0620349054695442,0.36226272811505067,0.19969172671379196,0.13042075314494847,0.045067676736227115
0.031,0.21901718991242414,0.11491720716082243,-0.05645121948908885,0.37544458355754456,0.20607780216571572,0.13466162280186159,0.04655795282317982
0.032,0.3828101945719768,0.27516898782104,0.13998160982127772,0.40608348126242855,0.2124375184718814,0.13889207271951362,0.04804705257065454
0.033,0.194080063249823,0.05157075871535731,-0.07912880161781084,0.3422351401240154,0.21877006216918268,0.14311177555753704,0.049534938354857415
0.034,0.3822653816237259,0.21707058577910865,0.03464277720597072,0.3911009243347974,0.2250746232701266,0.14732040480714328,0.05102157258266674
0.035,0.286203689538811,0.13867486694609718,-0.07170195181026534,0.31977318818356343,0.23135039536643792,0.15151763481638697,0.05250691769258282
0.036,0.42759601624851695,0.23544714770557895,0.0860845443045716,0.3972791346303517,0.23759657573220588,0.1557031408153641,0.05399093615567693
0.037,0.39409371150376926,0.28279675134491244,0.09284365909451359,0.37830723143229833,0.24381236542655987,0.1598765989413417,0.055473590476539665
0.038,0.44346912432576696,0.2900771533745084,0.21899421030808733,0.34444815194176337,0.24999696939586072,0.16403768626381748,0.05695484319422816
0.039,0.47337243690468284,0.28544604019576114,0.19889673912064815,0.3276872484596828,0.2561495965753951,0.1681860808095073,0.05843465688321266
0.04,0.539659003439776,0.45108263418925887,0.09418311068727885,0.3783418425330319,0.26226945999055973,0.17232146158725853,0.05991299415432211
0.041,0.5571448891702742,0.39256437867947735,0.2544182134674896,0.3619695846964404,0.26835577685752204,0.17644350861288746,0.061389817655688794
0.042,0.5607538795547456,0.4384763166525058,0.16304718960847975,0.343152573413841,0.27440776868334515,0.18055190293393875,0.06286509007369216
0.043,0.41148837635885455,0.26893839655166496,0.19441574428547137,0.3609393461463032,0.28042466136556393,0.18464632665436512,0.06433877413390149
0.044,0.42185284182385796,0.24174533756984426,0.05809589567580645,0.34989829230485636,0.2864056852911996,0.18872646295912535,0.06581083260201775
0.045,0.3627119195632696,0.20552788524289076,0.03592212723567609,0.355622031917482,0.29235007543519936,0.19279199613869824,0.06728122828481435
0.046,0.5836104237118247,0.421736836821734,0.22636307030975983,0.378175613871104,0.2982570714582905,0.19684261161351171,0.0687499240310768
0.047,0.5290267745852829,0.382230049121392,0.23059055700716163,0.38647121067096746,0.30412591780423376,0.20087799595828376,0.07021688273254148
0.048,0.45343891907967715,0.2688017102891481,-0.3423690952310252,0.31911931481888633,0.3099558637964663,0.2048978369262746,0.07168206732483318
0.049,0.5087208355940982,0.3159082016429599,-0.1413482865312493,0.4087751415739965,0.31574616373411873,0.20890182347344752,0.07314544078840153
0.05,0.6408787726472022,0.4297145566385239,0.08807153027570513,0.3543065838326075,0.32149607698739796,0.21288964578253633,0.07460696614945643
0.051,0.6243445991647162,0.42850247676725534,0.15994075552574785,0.3481820597904497,0.327204868092319,0.2168609952870184,0.07606660648090215
0.052,0.5975732280103452,0.403197033969929,0.28443770784234,0.33405056577746006,0.3328718068447784,0.22081556469499067,0.07752432490327038
0.053,0.4536672422988291,0.30332658039847454,0.12622592245660758,0.34928858451306294,0.3384961683939525,0.22475304801294677,0.07898008458565207
0.054,0.5362492040707215,0.38543959320521437,0.11447303688972496,0.37621042387020376,0.3440772333350133,0.2286731405694543,0.08043384874662786
0.055,0.5894879154259864,0.3768909340550861,0.036338697293904515,0.36486831976137174,0.3496142878011457,0.23257553903872916,0.08188558065519756
0.056,0.5366635541979787,0.37933262001234724,0.1688833518804086,0.35901880131127245,0.3551066235548577,0.23645994146410626,0.08333524363170818
0.057,0.5515308541699764,0.36832009018719075,0.3247610268595209,0.3483905444975466,0.3605535380785704,0.2403260472814039,0.08478280104878054
0.058,0.569802002774968,0.3907186640708823,0.017472238795505964,0.37907178314780193,0.36595433466447547,0.24417355734218077,0.0862282163322349
0.059,0.6640336850323162,0.46344785016655055,0.23112040414441645,0.3699666617353077,0.3713083225036507,0.24800217393688304,0.08767145296201495
0.06,0.7682623183712961,0.5633358764890976,0.1819829924661802,0.3673518562155743,0.37661481677442027,0.2518116008178804,0.08911247447311048
0.061,0.5686553476231394,0.31732653699460855,0.2869975949383085,0.338383464149205,0.3818731387299493,0.25560154322238887,0.09055124445647879
0.062,0.8265852235799969,0.6012699839449872,0.5798680614453049,0.3436434243780308,0.3870826157850616,0.25937170789527875,0.09198772655996458
0.063,0.7412383345366972,0.5545198463062753,0.15831324046733108,0.3968516229583204,0.3922425816022693,0.26312180311176564,0.09342188448921845
0.064,0.7981651435171807,0.5511003092082859,0.15408854813095266,0.34405058194100574,0.39735237617700286,0.2668515386999837,0.09485368200861391
0.065,0.713780013353979,0.508476815380819,0.0852040410038169,0.34015670143093507,0.402411345922032,0.2705606260634379,0.09628308294216284
0.066,0.7900567934741185,0.5796148943439265,0.18394993031595994,0.3687237417591216,0.4074188437510644,0.2742487782033352,0.09771005117442962
0.067,0.644339577661953,0.38751553987385107,0.1440767662919554,0.38635716276402715,0.4123742291615143,0.27791570974079144,0.09913455065144362
0.068,0.6719136555040757,0.4246816966555524,0.09462728887477626,0.36918043912825377,0.41727686831642813,0.2815611369389132,0.10055654538161
0.069,0.5106769848432618,0.37050560700401386,-0.28906294043079817,0.38572864263417755,0.4221261341255579,0.28518477772475276,0.10197599943661934
0.07,0.5759417398401995,0.37391109420538066,0.20226538360070356,0.37722370660493115,0.4269214063255712,0.2887863517111338,0.10339287695235512
0.071,0.8815187891660028,0.6684262538566778,0.09363886833544662,0.38605973981933933,0.43166207155938857,0.29236558021834724,0.1048071421298001
0.072,0.8463128804562255,0.5915716463110395,0.521355615149329,0.38477702822340454,0.43634752345463745,0.29592218629571476,0.1062187592359407
0.073,0.7893945300869724,0.5921334233671418,0.2843525707452593,0.3955111748389071,0.4409771627012117,0.2994558947430179,0.10762769260466985
0.074,0.7664142428306702,0.5529442779016072,-0.09859172587293664,0.33366984830034807,0.4455503971279292,0.30296643213179314,0.10903390663768818
0.075,0.9702801639113019,0.6887933593085517,0.31480766814280936,0.3492865233568488,0.45006664177827566,0.3064535268264882,0.11043736580540338
0.076,0.8227062207930328,0.5993509753912445,0.3137992406894045,0.35752787377209916,0.4545253189852255,0.30991690900548113,0.11183803464782796
0.077,0.7848633685158213,0.5435650396099311,-0.03300334499562333,0.38438883329979373,0.45892585844513056,0.3133563106819579,0.1132358777754752
0.078,0.6329994609480593,0.43427732813320796,-0.31923891013645295,0.41513627656051216,0.46326769729066675,0.3167714657246484,0.11463085987025319
0.079,0.7178607978321582,0.4621940270261311,0.174830686106088,0.36596479361896866,0.46755028016282996,0.3201621098784197,0.11602294568635732
0.08,0.6092728373543503,0.3785803083047549,0.36587445086237985,0.3539145599458557,0.4717730592819713,0.3235279807847221,0.11741210005116072
0.081,0.8994938983713413,0.6497596471299795,0.3553705552844465,0.4076220422848064,0.47593549451786243,0.3268688180018911,0.11879828786610296
0.082,0.7461402598778454,0.46889462986706587,0.16393034631325212,0.3816270181035548,0.48003705345878334,0.3301843630252984,0.12018147410757687
0.083,0.7941215273787198,0.5261441167207723,0.273730622086226,0.367785343419477,0.48407721147962257,0.3334743593073552,0.12156162382781342
0.084,0.9541633161711279,0.7137811679096384,0.256215499678002,0.389548297580225,0.48805545180898097,0.33673855227736255,0.12293870215576476
0.085,1.0097661853693578,0.7416794264848655,0.5222597404861467,0.37354647073862274,0.4919712655952713,0.3399766893612096,0.12431267429798523
0.086,0.9585920649028166,0.6263701972642347,0.15221661805235653,0.3838912817368354,0.4958241519718052,0.343188520000917,0.12568350553951046
0.087,1.0358070415159186,0.7980258830301181,0.21361149759390663,0.3600673334831994,0.4996136181208578,0.34637379567402443,0.12705116124473453
0.088,0.8510831154298163,0.6035684144224277,0.03631493155721803,0.3699997499244617,0.5033391793367038,0.34953226991282044,0.12841560685828507
0.089,0.9006424504409472,0.5886609414063826,0.10568154201955351,0.36227731358553583,0.5070003590876154,0.35266369832341354,0.12977680790589624
0.09,0.9075580744217715,0.6493508489136103,0.24578604147446478,0.39007279991734356,0.510596689076815,0.35576783860464267,0.13113472999527986
0.091,0.9149876380831324,0.6405523054465593,0.41454519768390674,0.38126189507585156,0.5141277093023743,0.3588444505668258,0.1324893388169944
0.092,0.6993112230265814,0.48911421177970593,0.07669799866237317,0.35725191984013827,0.5175929681160526,0.36189329615034516,0.1338406001453117
0.093,0.8682882139481863,0.6190114598702816,0.10666752718486222,0.37176413038660056,0.5209920222810663,0.36491413944406764,0.13518847983908197
0.094,0.7910277046142594,0.4995252694560427,0.009998167093201768,0.3364777357630676,0.5243244370287835,0.36790674670359885,0.1365329438425961
0.095,0.811397424023348,0.5110326348450747,0.21846554715731284,0.34315190262759976,0.5275897861143337,0.3708708863693696,0.13787395818644635
0.096,0.7667953992607269,0.5467722834688516,0.14232931052111047,0.3319302156252204,0.530787651871129,0.37380632908455347,0.13921148898838448
0.097,0.8334374181019256,0.564224871337322,0.22572506618535915,0.37209901795469796,0.5339176252642865,0.37671284771281366,0.140545502454178
0.098,0.9960186828453719,0.7245546863321981,0.24088628581347896,0.3846078937646527,0.5369793059429488,0.3795902173558782,0.14187596487846374
0.099,0.9337484024488955,0.6994730074757636,0.19033907019831087,0.37718175080680405,0.5399723022914908,0.38243821537094214,0.1432028426455998
0.1,1.0537011163709822,0.8181574802114004,0.39719541616369386,0.3621140546102461,0.5428962314796117,0.38525662138789457,0.1445261022305146
0.101,0.8942013190852225,0.704154803085809,0.3037928786823413,0.3951983797807115,0.5457507195113019,0.38804521732637076,0.145845710199554
0.102,0.8987418110753572,0.6661989599449959,0.2004976944423124,0.3606481115675458,0.5485354012726805,0.3908037874126262,0.1471616332113262
0.103,0.8968130620454974,0.69581921065596,0.27286982355362066,0.3816122897749833,0.551249920578697,0.39353211819623285,0.14847383801754394
0.104,0.7503585166614574,0.4714612310312328,0.007944537745144968,0.36982867616369913,0.5538939302186895,0.39622999856659524,0.14978229146386468
0.105,0.9859051888852053,0.7162409350300115,0.23825982151800293,0.3760383607776235,0.5564670920007967,0.39889721976928544,0.15108696049072823
0.106,1.0596992610330553,0.7547402960102985,0.4753664277759389,0.41027985797769717,0.5589690767952155,0.4015335754221963,0.152387812134192
0.107,1.0958970281608882,0.8189121713765098,0.17025696810186713,0.3615717418203427,0.5613995645762992,0.40413886153151024,0.153684813526764
0.108,0.8908274214246757,0.6622781171980554,0.16908904288993182,0.3830978598234722,0.5637582444634921,0.4067128765074841,0.15497793189823314
0.109,0.9456033214415943,0.7114889394469974,0.5376468891565501,0.3731687357029368,0.5660448147610933,0.40925542118004743,0.1562671345764973
0.11,1.0656066174265904,0.8387619531698057,0.20433014676909828,0.34794306873151337,0.5682589829968466,0.41176629881421367,0.15755238898838872
0.111,0.9776673554881404,0.7462927641627861,0.17787021405269934,0.31340136615836633,0.5704004659593499,0.41424531512530305,0.15883366266049714
0.112,0.9626901762260338,0.664998089672205,0.290803813457542,0.38408556161681584,0.5724689897342811,0.41669227829397576,0.1601109232199902
0.113,0.9433799548161762,0.7102860471887448,0.3543063996253466,0.35925181065399947,0.574464289739433,0.41910699898107434,0.1613841383954314
0.114,1.017478703592794,0.7682183475236019,0.3632333481057418,0.3952309238262173,0.5763861107585568,0.4214892903422743,0.16265327601759533
0.115,0.9015896547294214,0.6360010301899021,0.0981327962062066,0.3852940789903172,0.5782342069740058,0.4238389680425416,0.16391830402028074
0.116,0.9473149608220172,0.6959595780064634,0.17077424123888338,0.39825230759678604,0.5800083419981777,0.4261558502703959,0.16517919044112045
0.117,1.0166925104701496,0.8157778168330704,0.6599811354286704,0.3807665566904503,0.581708288903751,0.4284397577519786,0.1664359034223892
0.118,1.0107386331749852,0.7574248159186758,0.46026151001760307,0.3940113796152154,0.5833338302527105,0.4306905137649249,0.16768841121180827
0.119,0.9425070362831741,0.7477312781043006,0.23300058359067033,0.3439548855478328,0.5848847581241597,0.4329079441520375,0.16893668216334792
0.12,1.0096080735134703,0.7718397410196417,0.35685889273961546,0.3828353053949526,0.5863608741409161,0.43509187733476284,0.17018068473802694
0.121,1.0290454278609975,0.81473242332829,0.19253151628104448,0.36976737400979276,0.5877619894948845,0.43724214432646713,0.17142038750470953
0.122,1.1021360239588138,0.8320525874268904,0.3124854346449895,0.3597415475358034,0.5890879249712079,0.4393585787455124,0.1726557591408993
0.123,1.08443538433789,0.8630836606693595,0.6579329400116839,0.3826712348887484,0.5903385109711906,0.4414410168281301,0.17388676843353099
0.124,0.843637930183733,0.6504037647237738,0.3881782887454173,0.36677863081500317,0.5915135875339912,0.4434892974410932,0.17511338427975867
0.125,1.0717344528180162,0.8862114312583202,0.38072211212992957,0.33887271712370814,0.5926130043570826,0.4455032620941839,0.17633557568774194
0.126,1.0061156766394572,0.7410534672003434,0.23748828819997164,0.3698209694988685,0.5936366208154776,0.4474827549524574,0.17755331177742886
0.127,0.8422052990682157,0.5850793941275193,0.2461057506208823,0.3828415539406934,0.5945843059797161,0.44942762284829973,0.17876656178133607
0.128,0.8236351221247439,0.6267695309011649,0.4040930698546329,0.3428112131947616,0.5954559386326114,0.4513377152932796,0.1799752950453264
0.129,0.8491772827173862,0.6157076889600599,-0.044263616341617434,0.3757706225387846,0.5962514072847557,0.45321288448979263,0.18117948102938308
0.13,1.0276672170914687,0.7959748729132718,0.4922953629314611,0.39446388541141714,0.5969706101887801,0.45505298534249783,0.18237908930838162
0.131,1.1764359479106274,0.9496129105047098,0.5855596298509134,0.37272482107794025,0.5976134553523691,0.4568578754695442,0.1835740895728584
0.132,1.004925094419884,0.792790119739652,0.42894304170174546,0.354928520277395,0.5981798605500276,0.45862741521358824,0.18476445162977653
0.133,1.1044723390433995,0.8932680368361964,0.44729150697499814,0.3678917922683961,0.5986697533335973,0.4603614676526,0.18595014540328866
0.134,1.0136585543330734,0.8253242576058069,0.5392354081320031,0.3962407496127619,0.5990830710415246,0.4620598986104579,0.18713114093549707
0.135,0.9710674303419466,0.7832634122208698,0.42731742824889113,0.37119637337840466,0.5994197608068748,0.4637225766673307,0.18830740838721016
0.136,1.127529028631904,0.8879174501730412,0.07911926077017843,0.34548151866895993,0.5996797795640945,0.4653493731698466,0.18947891803869685
0.137,0.9375754923553171,0.7131836525584604,0.43705015425490384,0.37098506349090166,0.5998630940545199,0.46694016224104806,0.1906456402904372
0.138,0.9255733110169372,0.7406320543108739,0.48200021519695285,0.3828604139880331,0.5999696808306311,0.46849482079013155,0.19180754566387045
0.139,1.0586312753765725,0.8907365071917166,0.39371767381910866,0.3958210856753478,0.5999995262590511,0.4700132285219723,0.1929646048021396
0.14,0.8403367327432291,0.6985473173697768,0.25411800142745156,0.3839199817227169,0.5999526265222896,0.4714952679464322,0.1941167884708333
0.141,0.8435207433463086,0.6434360889263727,-0.0015716182582189708,0.3467446057368081,0.5998289876192316,0.47294082438745105,0.19526406755872455
0.142,1.0545342175049903,0.8808685832230871,0.25992362184946927,0.353911544572954,0.5996286253643694,0.4743497859919195,0.19640641307850615
0.143,1.1074143070692164,0.9153378896690738,0.3714292710456573,0.34607238690911124,0.5993515653857808,0.4757220437383344,0.197543796167523
0.144,1.1574415896145174,0.9572398610450153,0.6740410066376026,0.4035319442591568,0.5989978431218499,0.47705749144523424,0.19867618808850143
0.145,0.9510963903216776,0.7810955107922088,0.41643485203024294,0.35807559620601953,0.5985675038167351,0.4783560257794152,0.19980356023027546
0.146,0.9888409008174636,0.7753234876765727,0.5490645692184747,0.3545642788223056,0.5980606025145816,0.4796175462639271,0.20092588410850934
0.147,1.006960938159503,0.8684925534580663,0.12800677505731795,0.38627172910126584,0.597477204052481,0.48084195528584756,0.2020431313664175
0.148,0.8916888412416147,0.7210563575786064,0.4230892141155147,0.37915400445384695,0.5968173830521776,0.4820291581038354,0.20315527377548095
0.149,0.8235651713560033,0.6187355069312197,0.2326621444218101,0.4012832698179353,0.5960812239105241,0.4831790628554612,0.20426228323616044
0.15,0.9059233989441763,0.7407418380796487,0.35811116594327286,0.39892775060709795,0.5952688207886867,0.48429158056431554,0.20536413177860657
0.151,1.026485496293463,0.8681351226273724,0.4886873210131424,0.3728575393868493,0.5943802776001001,0.48536662514689366,0.20646079156336633
0.152,0.8224108105225542,0.6693824896196335,0.22683542729867562,0.3563067442714373,0.5934157079971771,0.4864041134192563,0.20755223488208657
0.153,0.9887346883479495,0.8600681030964595,0.4603105571327177,0.4040410682029336,0.5923752353567712,0.48740396510346645,0.20863843415821406
0.154,1.0928113378104056,0.9284259759876018,0.5302734967760782,0.35958458069948124,0.5912589927643949,0.4883661028338008,0.20971936194769225
0.155,1.1543945700821805,1.0429271183314437,0.5040838959372017,0.4086034680101962,0.5900671229971978,0.48929045216273603,0.21079499093965476
0.156,0.95650962303079,0.7950420242715961,0.35633259923583543,0.3390217666352741,0.5887997785057041,0.4901769415667098,0.2118652939571152
0.157,0.9167893840882404,0.795099853350145,0.5394129040967602,0.391213553122263,0.5874571213943123,0.4910255024516546,0.21293024395765403
0.158,0.9398147134555283,0.8226644123501071,0.28802192289745265,0.4013774096075497,0.5860393234005609,0.4918360691583054,0.21398981403410183
0.159,1.0639407906377416,0.884043910139234,0.07883585142785238,0.3924361143746936,0.5845465658731619,0.49260857896728044,0.21504397741521894
0.16,0.9119441108030567,0.8501413260620589,0.32448044473480553,0.39107807295106,0.5829790397488044,0.493342972103934,0.21609270746637207
0.161,0.9855420278859869,0.8314688505687907,0.28122666780258676,0.3859699193586958,0.5813369455277321,0.4940391917429819,0.2171359776902071
0.162,0.8040078661023496,0.6762125589056317,0.07294140054374124,0.3993072071981154,0.5796204932480982,0.4946971840128981,0.21817376172731875
0.163,0.8895979564037276,0.7906500195592259,0.42273100117914697,0.38688036872826936,0.5778299024590987,0.49531689800008344,0.21920603335691638
0.164,0.9061311401546824,0.7820785045357572,0.1868958977217175,0.39242610041887915,0.575965402192891,0.4958982857528051,0.22023276649748655
0.165,0.9304435533942635,0.7989265648654391,0.17795402013662956,0.3792324122429883,0.5740272309352983,0.49644130228490685,0.22125393520745218
0.166,1.1736826019528486,1.0487146153602127,0.604998658249603,0.38921562234934765,0.5720156365953051,0.49694590557929014,0.22226951368582762
0.167,1.0025881494345896,0.906398034703915,0.4794832896970902,0.3954035564209656,0.5699308764733476,0.49741205659116516,0.22327947627287098
0.168,0.901291720023097,0.7355798980339548,0.13453898138268308,0.40086803466670734,0.5677732172284031,0.49783971925107207,0.22428379745073207
0.169,1.1373193852627155,1.0297953946234142,0.7420567124109083,0.377814044630252,0.5655429348438814,0.49822886046767184,0.22528245184409737
0.17,1.123647093983938,1.0090825987801197,0.5322450583774352,0.3727918799621266,0.5632403145923244,0.49857945013030697,0.2262754142208311
0.171,0.8776256890088613,0.8332879320244166,0.21080158010735373,0.3607473902021668,0.5608656509989173,0.4988914611113311,0.22726265949261276
0.172,0.9138949425681853,0.7995573651557248,0.017116719760238392,0.4117674295022891,0.5584192478038159,0.4991648692682083,0.22824416271557088
0.173,0.9565387983740076,0.8469950143315432,0.3374634240149324,0.4204754717940179,0.5559014179232964,0.499399653445381,0.2292198990909135
0.174,0.8565848888178009,0.7917736202973826,0.2561705389287208,0.3942788770836984,0.5533124834097296,0.4995957954759072,0.23018984396555453
0.175,0.9050890231877246,0.8242861261199947,0.3422624271047369,0.3864557933322271,0.5506527754103887,0.4997532801828658,0.23115397283273673
0.176,0.8704530322075922,0.7854036407795034,0.44990038188854975,0.35968630693556797,0.5479226341250918,0.4998720953805311,0.23211226133265087
0.177,0.870130924615396,0.7823095918837502,0.6566193650906236,0.3900692466938694,0.5451224087626877,0.499952231875316,0.23306468525305124
0.178,0.8812087132270069,0.8498911326264043,0.5350046391123079,0.38737907541512856,0.5422524574963893,0.4999936834664829,0.23401122052986736
0.179,0.8257897212582771,0.7890217987436595,0.18217992415538078,0.35907598391571854,0.5393131474179597,0.49999644694662365,0.23495184324781207
0.18,0.8653003044663623,0.8017846467490725,0.14298595510077924,0.3525965689935448,0.5363048544907583,0.49996052210190806,0.23588652964098564
0.181,0.929146466697821,0.891088401889746,0.5254640763628139,0.38726464805870775,0.5332279635016516,0.4998859117120999,0.23681525609347634
0.182,0.948866037297986,0.9158441946693829,0.4414723910474879,0.4007019113547243,0.5300828680117955,0.49977262155034224,0.23773799913995713
0.183,0.7905410498098576,0.7914815783189918,0.45001963188179894,0.3818416628343796,0.526869970306296,0.49962066038271047,0.23865473546627847
0.184,0.7879013608688697,0.7437118399128712,0.18512587185347812,0.3836188459512652,0.5235896813427526,0.49943003996753427,0.23956544191005744
0.185,0.8375173162024314,0.8258946822649071,0.3307260007593037,0.369275529563853,0.5202424206986941,0.4992007750544875,0.24047009546126294
0.186,0.7535074965331718,0.715335036284077,0.31253190457656277,0.4021628643912527,0.51682861651791,0.4989328833834471,0.2413686732627971
0.187,0.7106164137102313,0.7017567153253929,0.20377476954237017,0.3757216754044852,0.513348705455688,0.4986263856831204,0.24226115261107256
0.188,0.8260159164925597,0.8165210221140222,0.40012264317508284,0.3600974450411585,0.5098031326229618,0.498281305669441,0.24314751095658665
0.189,0.8680526512036596,0.8852488524108405,0.4505365007909107,0.4101986663149186,0.5061923515293774,0.49789767004373414,0.24402772590449046
0.19,0.7885775647582498,0.8332858441057781,0.3573060518554454,0.38708964566544285,0.5025168240252851,0.4974755084906501,0.24490177521515516
0.191,0.8810715116205693,0.8747948942210099,0.4583072842535365,0.4359236200084146,0.4987770202426651,0.4970148536758676,0.24576963680473363
0.192,0.8030717233764081,0.7626315540699459,0.33622514614671584,0.3817805204673128,0.49497341853499355,0.49651574124356623,0.24663128874571869
0.193,0.6529498660466259,0.6587034628037808,0.22590245132214395,0.422920039516266,0.49110650541605705,0.49597820981366825,0.24748670926749675
0.194,0.602056597754232,0.6291203033652548,0.2693541875854701,0.3959828609204949,0.4871767754977224,0.4954023009788504,0.24833587675689833
0.195,0.7108441095587562,0.8007685207625077,0.39012129085448205,0.3848311121451602,0.4831847314266732,0.49478805930132547,0.24917876975874376
0.196,0.781203155705147,0.8327963069609869,0.37238273547118766,0.3797678649605739,0.479130883820115,0.4941355323093944,0.25001536697638543
0.197,0.7739264652309225,0.7992801464578254,0.42839632468093725,0.3944209089552725,0.47501575120046413,0.4934447704937684,0.2508456472722459
0.198,0.7432934364554163,0.7916342880719396,0.35423003913137896,0.3641227007259413,0.4708398599290243,0.4927158273036623,0.2516695896683519
0.199,0.9110382142300161,0.9186316804157166,0.5208234694875554,0.41015285454020023,0.46660374413865907,0.49194875914265895,0.2524871733468644
0.2,0.7764067053113206,0.8438360921122724,0.4825692193650135,0.3914867681624957,0.4623079456654735,0.49114362536434436,0.25329837765060453
0.201,0.896437564931644,0.9174334814288028,0.530404141223834,0.40388612493623355,0.457953013979507,0.4903004882677156,0.2541031820835756
0.202,0.7088755330016309,0.8080932961804116,0.3813544039648123,0.4093957400156136,0.4535395061144517,0.4894194130923601,0.2549015663114809
0.203,0.8105765769915195,0.8891973264831627,0.49468931518741205,0.3978754848296154,0.44906798659640407,0.4885004680134075,0.2556935101622375
0.204,0.9204456830981701,0.9335106952579998,0.5710350100151881,0.37100379695093955,0.4445390273716554,0.48754372413625463,0.2564789936264859
0.205,0.7452903597839742,0.8216142264024451,0.4241769885082167,0.38309497450641006,0.43995320773353624,0.4865492554910633,0.25725799685809564
0.206,0.8361166371812888,0.9027245094480559,0.5048041570785037,0.3597090693114852,0.43531111424831875,0.48551713902703236,0.25803050017466655
0.207,0.5515502974547921,0.6793357267240213,0.32003758464121673,0.3749156374787749,0.43061334068019114,0.4844474546064435,0.25879648405802624
